rCH1             rCH2             rCO            aH1CO           aH1CO            D                  E
1.12000000E+00  1.09000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.21450704E+03
1.12000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     3.70141973E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     4.53995889E+03
1.08000000E+00  1.08000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     8.26553318E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     5.48394509E+03
1.09000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     6.79593331E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     8.01302490E+03
1.12000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     3.83562338E+03
1.11000000E+00  1.10000000E+00  1.23000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     5.01225077E+03
1.12000000E+00  1.09000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     4.03471173E+03
1.14000000E+00  1.11000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.63802629E+03
1.09000000E+00  1.10000000E+00  1.23000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     6.94041863E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.55636205E+03
1.09000000E+00  1.09000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.25478887E+03
1.08000000E+00  1.08000000E+00  1.21000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     8.14509225E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     7.78454082E+03
1.14000000E+00  1.11000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.47423762E+03
1.09000000E+00  1.10000000E+00  1.21000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     6.61006738E+03
1.09000000E+00  1.10000000E+00  1.23000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     7.11516395E+03
1.11000000E+00  1.11000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     5.19827506E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.84577150E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     3.81767210E+03
1.12000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     3.67231963E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     4.33862822E+03
1.11000000E+00  1.10000000E+00  1.23000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     5.16534323E+03
1.09000000E+00  1.11000000E+00  1.21000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     6.58699640E+03
1.12000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.00664762E+03
1.08000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     8.10590620E+03
1.08000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     7.53148146E+03
1.08000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     7.49903308E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.17212679E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     4.35893689E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.53483365E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     5.26614901E+03
1.10000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.76000000E+02     5.52886317E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.76000000E+02     4.49107229E+03
1.08000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     8.23829106E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.76000000E+02     4.46875574E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.76000000E+02     5.38575711E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.00873138E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.35051985E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     7.74883719E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     7.10604336E+03
1.09000000E+00  1.09000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.76000000E+02     7.12521206E+03
1.12000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     3.65217349E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.76000000E+02     4.63837805E+03
1.09000000E+00  1.11000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     6.76338338E+03
1.08000000E+00  1.08000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     8.03805921E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     7.78667819E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     8.32025983E+03
1.09000000E+00  1.11000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     6.86158566E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.76000000E+02     6.17597104E+03
1.09000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     6.43734635E+03
1.08000000E+00  1.12000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     7.82100610E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.81638647E+03
1.14000000E+00  1.09000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.68084781E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.76000000E+02     5.77142794E+03
1.08000000E+00  1.12000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.93825969E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     4.15952740E+03

